
  273  HR 8287     21 42 10.111  +01 17 06.910  K4III      7.14   5.65   3.190   2.492   2.3400
  274  SAO 089941  21 44 09.989  +25 19 53.940  K0V       10.26   9.41   7.943   7.506   7.4380
  275  SAO 051484  21 57 38.931  +43 13 03.900  G0         8.40   7.89   6.803   6.543   6.4880
  276  SAO 034067  22 06 41.801  +53 07 50.330  G8V        8.58   7.79   6.412   6.041   5.9650
  277  HD 210295   22 09 41.446  -13 36 19.470  G8/K0w..  10.49   9.59   7.775   7.215   7.1350
  278  HR 8455     22 10 19.021  +19 36 58.820  G0V        6.85   6.19   4.830   4.469   4.4030
  279  SAO 107794  22 17 15.145  +12 53 54.560  G2V        7.64   7.04   5.908   5.606   5.5510
  280  HR 8541     22 24 30.991  +49 28 35.010  B9Iab      4.65   4.59   4.275   4.229   4.2210
  281  HR 8585     22 31 17.501  +50 16 56.960  A1V        3.80   3.77   3.728   3.722   3.7220
  282  SAO 127621  22 35 38.167  +05 22 24.150  G4V        8.92   8.24   6.956   6.607   6.5460
  283  HR 8632     22 40 30.859  +44 16 34.690  K2III      5.83   4.51   2.240   1.600   1.4600
  284  HR 8641     22 41 45.408  +29 18 27.500  A1IV       4.79   4.79   4.737   4.734   4.7280
  285  HD 215257   22 43 50.718  +03 53 12.620  F8         7.93   7.46   6.280   5.980   5.9200
  286  HD 215501   22 44 35.324  +55 51 24.430  A3         8.61   8.35   7.810   7.700   7.6980
  287  SAO 052337  22 45 33.524  +44 21 22.500  K2        10.40   8.80   7.115   6.570   6.4500
  288  HR 8699     22 52 02.034  +43 18 44.700  M0III      6.55   4.95   1.999   1.252   1.0660
  289  HR 8710     22 54 34.121  -07 12 16.650  K3III      7.49   6.19   4.038   3.431   3.3030
  290  HR 8717     22 55 13.672  +08 48 58.190  A1V        4.90   4.90   4.863   4.847   4.8430
  291  HR 8804     23 07 39.267  +46 23 14.030  K5III      6.74   5.30   2.857   2.202   2.0390
  292  HR 8876     23 19 52.418  +42 04 40.950  M0III      7.35   5.80   3.092   2.378   2.2100
  293  SAO 091177  23 19 58.273  +28 52 03.980  K1V        9.68   8.87   7.272   6.814   6.7310
  294  HR 8881     23 20 14.378  +61 58 12.460  K1V        8.10   6.40   3.206   2.394   2.2100
  295  HR 8905     23 25 22.784  +23 24 14.760  F8IV       5.01   4.40   3.308   3.038   2.9730
  296  SAO 108707  23 36 05.997  +18 26 33.830  G5V        8.34   7.60   6.351   6.017   5.9420
  297  HR 8984     23 42 02.806  +01 46 48.140  A7V        4.70   4.50   4.070   3.996   3.9880
  298  SAO 091465  23 45 09.935  +29 33 42.740  K2V        9.26   8.40   6.778   6.336   6.2430
